,PMCID,Class_mean
46181,['5988199'],Irrelevant
4779,['8256811'],Irrelevant
73778,['3906303'],Irrelevant
82543,['3017696'],Irrelevant
41711,['6183545'],Irrelevant
87898,['2196373'],Irrelevant
27917,['7223812'],Irrelevant
24505,['7485532'],Irrelevant
42283,['6142311'],Irrelevant
19671,['7565790'],Irrelevant
63266,['4660780'],Irrelevant
67036,['4464873'],Irrelevant
84247,['4619055'],Irrelevant
45587,['5935909'],Irrelevant
61308,['5214936'],Irrelevant
20866,['7358366'],Irrelevant
68114,['4299678'],Irrelevant
77820,['6268363'],Irrelevant
73239,['3874499'],Irrelevant
50440,['5619731'],Irrelevant
27935,['7016546'],Irrelevant
31002,['6785927'],Irrelevant
78933,['4086240'],Irrelevant
48077,['5987141'],Irrelevant
77715,['3504404'],Irrelevant
63146,['4668612'],Irrelevant
40406,['6282207'],Irrelevant
9739,['7962134'],Irrelevant
4323,['8293170'],Irrelevant
33763,['6635700'],Irrelevant
33994,['6609379'],Irrelevant
48993,['5736668'],Irrelevant
64761,['4949527'],Irrelevant
14471,['7728067'],Irrelevant
13024,['7771063'],Irrelevant
53268,['5443554'],Irrelevant
58419,['5009961'],Irrelevant
64814,['4546665'],Irrelevant
75031,['3724398'],Irrelevant
16198,['7576604'],Irrelevant
8439,['8022202'],Irrelevant
84423,['2775200'],Irrelevant
15755,['7596918'],Irrelevant
60976,['7135812'],Irrelevant
66645,['4408069'],Irrelevant
29468,['6879207'],Irrelevant
87926,['2192362'],Irrelevant
29203,['6886834'],Irrelevant
75742,['3661467'],Irrelevant
86562,['3374436'],Irrelevant
86367,['1635533'],Irrelevant
38020,['6410209'],Irrelevant
55627,['5283684'],Irrelevant
25953,['7053810'],Irrelevant
78836,['3573925'],Irrelevant
31503,['6814365'],Irrelevant
12458,['7831045'],Irrelevant
65669,['4488346'],Irrelevant
7419,['8107677'],Irrelevant
83115,['2917488'],Irrelevant
56747,['5128924'],Irrelevant
32409,['6973283'],Irrelevant
36180,['6482541'],Irrelevant
62617,['4700759'],Irrelevant
79369,['3407491'],Irrelevant
7709,['8143091'],Irrelevant
70174,['4141089'],Irrelevant
71246,['4055173'],Irrelevant
53522,['5508359'],Irrelevant
47175,['5832154'],Irrelevant
13924,['7721803'],Irrelevant
7078,['8104193'],Irrelevant
45403,['5967468'],Irrelevant
83442,['2861941'],Irrelevant
64314,['4585870'],Irrelevant
44390,['6035814'],Irrelevant
34729,['6561568'],Irrelevant
9187,['8009381'],Irrelevant
54868,['5338811'],Irrelevant
32451,['6708554'],Irrelevant
85490,['2443154'],Irrelevant
62071,['4770633'],Irrelevant
63946,['4607506'],Irrelevant
78378,['3422270'],Irrelevant
17325,['7722751'],Irrelevant
44656,['6391265'],Irrelevant
5233,['8203353'],Irrelevant
72717,['4014760'],Irrelevant
18851,['7493213'],Irrelevant
3089,['8349807'],Irrelevant
24876,['7222409'],Irrelevant
25263,['7114172'],Irrelevant
60690,['4850256'],Irrelevant
79484,['3328923'],Irrelevant
73540,['3852261'],Irrelevant
15940,['7692665'],Irrelevant
3407,['8334863'],Irrelevant
8823,['8067306'],Irrelevant
23971,['7323874'],Irrelevant
1563,['8426465'],Irrelevant
76701,['3598895'],Irrelevant
63073,['4690866'],Irrelevant
66784,['4395146'],Irrelevant
68150,['5354557'],Irrelevant
13085,['7808958'],Irrelevant
78450,['3504248'],Irrelevant
42413,['6143801'],Irrelevant
59405,['4935856'],Irrelevant
84921,['4327605'],Irrelevant
87131,['524371'],Irrelevant
8283,['8165883'],Irrelevant
70171,['6389231'],Irrelevant
80588,['3927600'],Irrelevant
63454,['4644655'],Irrelevant
42324,['6156045'],Irrelevant
30116,['6842742'],Irrelevant
82653,['3294521'],Irrelevant
78201,['3435376'],Irrelevant
26878,['7037813'],Irrelevant
16711,['7580761'],Irrelevant
48105,['5777419'],Irrelevant
83905,['2874367'],Irrelevant
22358,['7263596'],Irrelevant
66143,['4462595'],Irrelevant
22826,['7241205'],Irrelevant
34982,['6547566'],Irrelevant
67670,['4434042'],Irrelevant
33851,['6615243'],Irrelevant
62224,['4789740'],Irrelevant
45131,['5967314'],Irrelevant
14159,['7760669'],Irrelevant
25305,['7079350'],Irrelevant
72316,['4033650'],Irrelevant
70009,['4236642'],Irrelevant
86804,['3366732'],Irrelevant
52456,['5541484'],Irrelevant
27804,['6957142'],Irrelevant
82629,['2974634'],Irrelevant
7335,['8145534'],Irrelevant
20518,['7363987'],Irrelevant
22480,['7354559'],Irrelevant
63357,['4686096'],Irrelevant
61682,['4766943'],Irrelevant
4515,['8279753'],Irrelevant
66843,['4390332'],Irrelevant
60340,['5388045'],Irrelevant
60276,['4872360'],Irrelevant
50374,['5607522'],Irrelevant
62107,['4772219'],Irrelevant
24393,['7176291'],Irrelevant
33592,['6642617'],Irrelevant
24601,['7135149'],Irrelevant
31663,['6751186'],Irrelevant
40763,['6235251'],Irrelevant
87376,['3023420'],Irrelevant
22833,['7239868'],Irrelevant
16013,['7588222'],Irrelevant
6898,['8151745'],Irrelevant
70157,['4243435'],Irrelevant
24290,['7171286'],Irrelevant
51749,['5538665'],Irrelevant
42524,['6134804'],Irrelevant
49718,['5667482'],Irrelevant
45929,['5916971'],Irrelevant
31886,['6784352'],Irrelevant
86727,['1615257'],Irrelevant
60770,['4839121'],Irrelevant
71261,['4130384'],Irrelevant
82293,['3146285'],Irrelevant
20627,['7357261'],Irrelevant
24753,['7117913'],Irrelevant
16982,['7706120'],Irrelevant
8896,['8027331'],Irrelevant
33637,['6685044'],Irrelevant
54541,['5361118'],Irrelevant
70706,['4032534'],Irrelevant
27985,['7022224'],Irrelevant
44533,['6099738'],Irrelevant
54646,['5356233'],Irrelevant
51621,['5577575'],Irrelevant
10475,['7923017'],Irrelevant
41559,['6189052'],Irrelevant
15490,['7641410'],Irrelevant
15426,['7663825'],Irrelevant
25732,['7171951'],Irrelevant
81454,['3123348'],Irrelevant
76763,['3567146'],Irrelevant
27844,['6973342'],Irrelevant
86083,['1894971'],Irrelevant
53547,['5422427'],Irrelevant
73160,['4391364'],Irrelevant
19085,['7431129'],Irrelevant
66026,['4454653'],Irrelevant
61585,['4778344'],Irrelevant
86710,['7128183'],Irrelevant
8266,['8040911'],Irrelevant
62431,['4726045'],Irrelevant
27977,['7223688'],Irrelevant
26449,['7026066'],Irrelevant
64840,['4543518'],Irrelevant
46524,['6446800'],Irrelevant
66034,['4452824'],Irrelevant
83609,['2845586'],Irrelevant
10996,['7900187'],Irrelevant
14185,['7709505'],Irrelevant
51108,['5575946'],Irrelevant
52010,['5520358'],Irrelevant
12980,['7773263'],Irrelevant
87444,['138796'],Irrelevant
5028,['8247270'],Irrelevant
83882,['7087938'],Irrelevant
47042,['5873294'],Irrelevant
80889,['3180643'],Irrelevant
52661,['5491138'],Irrelevant
12649,['7810551'],Irrelevant
56395,['5170900'],Irrelevant
71845,['4054989'],Irrelevant
65015,['4577009'],Irrelevant
75036,['3750516'],Irrelevant
61492,['4895930'],Irrelevant
27645,['6984747'],Irrelevant
21345,['7315695'],Irrelevant
66805,['4397871'],Irrelevant
68937,['4230944'],Irrelevant
73558,['3849421'],Irrelevant
77473,['3514056'],Irrelevant
77100,['3536669'],Irrelevant
59610,['4924328'],Irrelevant
52241,['5504788'],Irrelevant
72543,['4584759'],Irrelevant
39733,['6302515'],Irrelevant
39564,['6310997'],Irrelevant
73109,['3948810'],Irrelevant
58266,['5017234'],Irrelevant
63008,['4702924'],Irrelevant
36872,['6438254'],Irrelevant
52840,['5483510'],Irrelevant
48768,['5730201'],Irrelevant
71916,['3997940'],Irrelevant
52751,['5473968'],Irrelevant
63254,['4660230'],Irrelevant
15662,['7662804'],Irrelevant
37168,['6440584'],Irrelevant
48619,['5999180'],Irrelevant
73068,['3937163'],Irrelevant
78957,['3397526'],Irrelevant
81689,['3118340'],Irrelevant
85794,['7097557'],Irrelevant
80836,['3310679'],Irrelevant
18232,['7473542'],Irrelevant
52435,['5649436'],Irrelevant
57025,['5192514'],Irrelevant
60039,['4917893'],Irrelevant
3130,['8342794'],Irrelevant
25518,['7137950'],Irrelevant
5605,['8227841'],Irrelevant
78842,['3386231'],Irrelevant
62439,['4720174'],Irrelevant
65890,['4474468'],Irrelevant
28695,['6913045'],Irrelevant
6860,['8150744'],Irrelevant
51295,['5565964'],Irrelevant
6979,['8115583'],Irrelevant
54904,['5336203'],Irrelevant
73183,['4017549'],Irrelevant
22789,['7362581'],Irrelevant
7070,['8105914'],Irrelevant
79320,['3510287'],Irrelevant
75194,['3708158'],Irrelevant
76226,['3647718'],Irrelevant
22090,['7391381'],Irrelevant
13528,['7769758'],Irrelevant
57338,['5087080'],Irrelevant
71120,['4048223'],Irrelevant
87394,['2957969'],Irrelevant
79621,['3326991'],Irrelevant
72723,['3922035'],Irrelevant
43924,['6050380'],Irrelevant
61683,['4766917'],Irrelevant
78884,['3487914'],Irrelevant
83029,['3525220'],Irrelevant
31099,['6804032'],Irrelevant
59476,['5004550'],Irrelevant
51672,['5542476'],Irrelevant
28240,['6941327'],Irrelevant
81200,['3175761'],Irrelevant
41581,['6204570'],Irrelevant
56422,['5159919'],Irrelevant
86420,['1592497'],Irrelevant
32712,['6697971'],Irrelevant
7926,['8084270'],Irrelevant
66978,['4381333'],Irrelevant
85891,['6074166'],Irrelevant
18189,['7650269'],Irrelevant
85340,['2518619'],Irrelevant
28354,['7168690'],Irrelevant
70336,['4128354'],Irrelevant
28473,['7067041'],Irrelevant
27395,['6990412'],Irrelevant
25685,['7282856'],Irrelevant
29825,['6864974'],Irrelevant
7013,['8131398'],Irrelevant
87121,['7118990'],Irrelevant
27579,['7153339'],Irrelevant
15886,['7592257'],Irrelevant
33000,['6685722'],Irrelevant
9367,['8001084'],Irrelevant
3315,['8345173'],Irrelevant
83482,['2855370'],Irrelevant
54948,['5603875'],Irrelevant
30,['8512566'],Irrelevant
50595,['5608414'],Irrelevant
88071,['7133839'],Irrelevant
30353,['6830245'],Irrelevant
64053,['7162173'],Irrelevant
30350,['6833914'],Irrelevant
49943,['5655606'],Irrelevant
76025,['3633940'],Irrelevant
15409,['7674652'],Irrelevant
66188,['4460240'],Irrelevant
28102,['7031280'],Irrelevant
67829,['4346917'],Irrelevant
70104,['4140745'],Irrelevant
28983,['6950067'],Irrelevant
7598,['8103613'],Irrelevant
41321,['7105018'],Irrelevant
3614,['8313291'],Irrelevant
61549,['4780272'],Irrelevant
43001,['6101359'],Irrelevant
48448,['5749442'],Irrelevant
18546,['7484375'],Irrelevant
53643,['5431204'],Irrelevant
36246,['6497324'],Irrelevant
7237,['8109859'],Irrelevant
41513,['6213814'],Irrelevant
25433,['7069690'],Irrelevant
23394,['7203277'],Irrelevant
70419,['4231633'],Irrelevant
45491,['5951963'],Irrelevant
13202,['7822161'],Irrelevant
70507,['4168666'],Irrelevant
5875,['8213342'],Irrelevant
57527,['5073249'],Irrelevant
41340,['6206268'],Irrelevant
26803,['7006168'],Irrelevant
87896,['2133959'],Irrelevant
64418,['4573688'],Irrelevant
70344,['4121612'],Irrelevant
23299,['7210679'],Irrelevant
66305,['4458027'],Irrelevant
67312,['4357298'],Irrelevant
46974,['5837094'],Irrelevant
83509,['2864246'],Irrelevant
73134,['3892025'],Irrelevant
78690,['3395640'],Irrelevant
57308,['5093322'],Irrelevant
23870,['7235739'],Irrelevant
60052,['4884672'],Irrelevant
67735,['4336482'],Irrelevant
60270,['4873138'],Irrelevant
53300,['5559359'],Irrelevant
17649,['7498443'],Irrelevant
61405,['4791973'],Irrelevant
22222,['7283453'],Irrelevant
29577,['6874083'],Irrelevant
51903,['5538128'],Irrelevant
21672,['7317334'],Irrelevant
87579,['3057581'],Irrelevant
34847,['6700666'],Irrelevant
77845,['4741120'],Irrelevant
75012,['3733876'],Irrelevant
87867,['2229376'],Irrelevant
14623,['7700573'],Irrelevant
78415,['3489386'],Irrelevant
35373,['6531440'],Irrelevant
45658,['6016358'],Irrelevant
39530,['7852004'],Irrelevant
68252,['4362185'],Irrelevant
21904,['7345352'],Irrelevant
20947,['7557729'],Irrelevant
81333,['3133566'],Irrelevant
36920,['6451358'],Irrelevant
68314,['4280202'],Irrelevant
41585,['6194868'],Irrelevant
6753,['8156000'],Irrelevant
78258,['3480781'],Irrelevant
51422,['5559704'],Irrelevant
52395,['5496404'],Irrelevant
58094,['5028965'],Irrelevant
71965,['3982062'],Irrelevant
79258,['3417514'],Irrelevant
40016,['6319697'],Irrelevant
66601,['4410960'],Irrelevant
65289,['4530474'],Irrelevant
26466,['7076425'],Irrelevant
61914,['4805549'],Irrelevant
44212,['6084921'],Irrelevant
57717,['5055326'],Irrelevant
85364,['2556401'],Irrelevant
52622,['5628296'],Irrelevant
18513,['7589212'],Irrelevant
78349,['3507015'],Irrelevant
54878,['5337907'],Irrelevant
81371,['3155352'],Irrelevant
47250,['5824064'],Irrelevant
50538,['5614937'],Irrelevant
9281,['7994079'],Irrelevant
35860,['6501970'],Irrelevant
73167,['4213978'],Irrelevant
28013,['6946622'],Irrelevant
69982,['4176846'],Irrelevant
79223,['3350488'],Irrelevant
55830,['5248525'],Irrelevant
72524,['3971960'],Irrelevant
20028,['7472290'],Irrelevant
76254,['3622584'],Irrelevant
75026,['3733822'],Irrelevant
18559,['7456026'],Irrelevant
393,['8460466'],Irrelevant
86074,['1914350'],Irrelevant
19379,['7459633'],Irrelevant
21043,['7671309'],Irrelevant
16673,['7547007'],Irrelevant
47295,['5821347'],Irrelevant
40340,['6264522'],Irrelevant
66408,['4425514'],Irrelevant
10083,['8106409'],Irrelevant
9961,['7982634'],Irrelevant
73108,['4237116'],Irrelevant
51963,['5524697'],Irrelevant
29560,['6930587'],Irrelevant
8515,['8038301'],Irrelevant
56748,['5128871'],Irrelevant
33134,['6829776'],Irrelevant
6981,['8112232'],Irrelevant
21449,['7311412'],Irrelevant
85250,['2609886'],Irrelevant
27115,['7153927'],Irrelevant
12106,['7814594'],Irrelevant
28692,['6913962'],Irrelevant
24148,['7164621'],Irrelevant
80357,['3306782'],Irrelevant
84476,['2715098'],Irrelevant
68832,['4239082'],Irrelevant
50036,['5648217'],Irrelevant
47177,['5828069'],Irrelevant
84050,['3516824'],Irrelevant
36169,['6491947'],Irrelevant
68369,['4275268'],Irrelevant
60059,['4880066'],Irrelevant
85788,['7121292'],Irrelevant
72081,['3966879'],Irrelevant
62363,['4723129'],Irrelevant
25426,['7070088'],Irrelevant
79353,['3343147'],Irrelevant
27996,['6955515'],Irrelevant
57122,['5123590'],Irrelevant
31835,['6740007'],Irrelevant
29365,['6928897'],Irrelevant
85655,['2279139'],Irrelevant
9347,['7962090'],Irrelevant
59061,['4965069'],Irrelevant
13781,['8106554'],Irrelevant
9214,['7993382'],Irrelevant
18879,['7441999'],Irrelevant
38848,['6347270'],Irrelevant
30898,['6836216'],Irrelevant
31848,['6769796'],Irrelevant
24109,['7235770'],Irrelevant
28586,['6930180'],Irrelevant
32612,['6708689'],Irrelevant
68782,['4256886'],Irrelevant
69272,['4201507'],Irrelevant
32973,['6698795'],Irrelevant
20695,['7395546'],Irrelevant
65161,['4520484'],Irrelevant
36403,['6767696'],Irrelevant
87965,['2033742'],Irrelevant
80550,['3245322'],Irrelevant
48881,['5890751'],Irrelevant
20174,['7520992'],Irrelevant
39527,['6302572'],Irrelevant
87977,['2364992'],Irrelevant
74335,['3785502'],Irrelevant
56715,['5131345'],Irrelevant
74185,['3792986'],Irrelevant
26657,['7026250'],Irrelevant
24098,['7221571'],Irrelevant
36645,['6451995'],Irrelevant
61796,['4773273'],Irrelevant
10240,['7905386'],Irrelevant
60179,['4880299'],Irrelevant
34834,['6555588'],Irrelevant
57491,['5075085'],Irrelevant
55073,['5579066'],Irrelevant
14236,['7760479'],Irrelevant
66841,['4392730'],Irrelevant
2503,['8392306'],Irrelevant
30110,['6853019'],Irrelevant
84330,['2739161'],Irrelevant
65151,['4600170'],Irrelevant
86513,['1475714'],Irrelevant
53705,['5590061'],Irrelevant
46001,['5930310'],Irrelevant
43277,['6082860'],Irrelevant
63973,['4702787'],Irrelevant
73585,['3978971'],Irrelevant
66703,['4486112'],Irrelevant
9465,['7996051'],Irrelevant
48991,['5736680'],Irrelevant
66412,['4669720'],Irrelevant
66533,['4412219'],Irrelevant
79178,['3362816'],Irrelevant
50476,['5615484'],Irrelevant
14432,['7692497'],Irrelevant
34428,['7413037'],Irrelevant
63676,['4628435'],Irrelevant
49816,['5714482'],Irrelevant
28523,['6925183'],Irrelevant
72033,['3976207'],Irrelevant
50883,['5589750'],Irrelevant
29517,['6888541'],Irrelevant
30682,['6906551'],Irrelevant
51119,['5576070'],Irrelevant
81670,['3120648'],Irrelevant
27701,['6964051'],Irrelevant
66190,['4444345'],Irrelevant
40122,['6514115'],Irrelevant
49770,['5652408'],Irrelevant
67230,['4364364'],Irrelevant
20089,['7393935'],Irrelevant
19109,['7468837'],Irrelevant
41593,['6186096'],Irrelevant
32799,['6723652'],Irrelevant
57008,['5144945'],Irrelevant
46460,['5913960'],Irrelevant
83395,['2874539'],Irrelevant
86634,['1397841'],Irrelevant
14578,['7682579'],Irrelevant
29264,['6949487'],Irrelevant
15446,['7858144'],Irrelevant
10187,['7996256'],Irrelevant
42409,['6164292'],Irrelevant
84352,['2740636'],Irrelevant
27299,['6985242'],Irrelevant
61463,['4788350'],Irrelevant
87326,['3035555'],Irrelevant
63297,['4657086'],Irrelevant
5212,['8226366'],Irrelevant
30916,['6843786'],Irrelevant
70516,['4113796'],Irrelevant
36293,['7018222'],Irrelevant
33487,['6647102'],Irrelevant
50740,['5599016'],Irrelevant
62764,['4712420'],Irrelevant
82399,['3134045'],Irrelevant
76115,['3625146'],Irrelevant
37128,['6471841'],Irrelevant
60186,['5079361'],Irrelevant
8523,['8017108'],Irrelevant
32262,['6717204'],Irrelevant
17430,['7510320'],Irrelevant
1568,['8426173'],Irrelevant
35469,['6511418'],Irrelevant
40300,['6275341'],Irrelevant
48986,['5818444'],Irrelevant
36392,['6467925'],Irrelevant
85936,['2851515'],Irrelevant
53800,['5406473'],Irrelevant
45977,['5910797'],Irrelevant
18774,['7476325'],Irrelevant
78204,['3435297'],Irrelevant
67753,['4334287'],Irrelevant
62218,['4734664'],Irrelevant
39895,['6295058'],Irrelevant
4766,['8267585'],Irrelevant
55051,['5328811'],Irrelevant
81426,['3156567'],Irrelevant
991,['8468231'],Irrelevant
29967,['6848116'],Irrelevant
61966,['4945899'],Irrelevant
43621,['6148324'],Irrelevant
46256,['5883518'],Irrelevant
53900,['6154619'],Irrelevant
25587,['7064181'],Irrelevant
3377,['8336160'],Irrelevant
73931,['4228439'],Irrelevant
45837,['5937822'],Irrelevant
67726,['4438333'],Irrelevant
70185,['4134206'],Irrelevant
18574,['7564439'],Irrelevant
6675,['8149243'],Irrelevant
4876,['8252420'],Irrelevant
70945,['4075543'],Irrelevant
86720,['7094692'],Irrelevant
43157,['6090642'],Irrelevant
86775,['1289283'],Irrelevant
69543,['4200021'],Irrelevant
3416,['8331105'],Irrelevant
51914,['5527306'],Irrelevant
82964,['7365348'],Irrelevant
51423,['5559634'],Irrelevant
53539,['5423268'],Irrelevant
39765,['6305711'],Irrelevant
46262,['5882925'],Irrelevant
56935,['5357479'],Irrelevant
50818,['5593975'],Irrelevant
83664,['3352473'],Irrelevant
71751,['4100706'],Irrelevant
14051,['7744312'],Irrelevant
44262,['6029892'],Irrelevant
77304,['3521771'],Irrelevant
76295,['3624669'],Irrelevant
15438,['7643326'],Irrelevant
84676,['2813643'],Irrelevant
63217,['4664260'],Irrelevant
43239,['6096054'],Irrelevant
10523,['7952279'],Irrelevant
47288,['5821892'],Irrelevant
83913,['2831988'],Irrelevant
66475,['5054847'],Irrelevant
74729,['3750042'],Irrelevant
56426,['5159808'],Irrelevant
8311,['8065099'],Irrelevant
68734,['4262978'],Irrelevant
31190,['7530545'],Irrelevant
43396,['6167523'],Irrelevant
82486,['3001893'],Irrelevant
43255,['6189388'],Irrelevant
59919,['4918205'],Irrelevant
67466,['4345328'],Irrelevant
18597,['7481439'],Irrelevant
